"OePNV","kiezblocks","Fahrrad","Verbrenner","E_Fahrzeuge","DRT","Anwohnerparken","Besucherparken","CO2","Kosten","traffic","parking","KostenProKopf","KostenProErwachsener"
"base","ganze Stadt","stark","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0.01,3018958050,0.75,0.35,794.462644736842,986.587598039216
"dekarbonisiert","ganze Stadt","stark","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0,2968958050,0.75,0.35,781.30475,970.24772875817
"stark","ganze Stadt","stark","Verbot","Maut","ganze Stadt","10 €/Jahr","4,00 €/h",0,2468958050,0.7,0.3,649.725802631579,806.849035947712
"base","base","base","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,291900000,0.8,0.6,76.8157894736842,95.3921568627451
"dekarbonisiert","base","base","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,241900000,0.8,0.6,63.6578947368421,79.0522875816994
"stark","base","base","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,-258100000,0.7,0.55,-67.921052631579,-84.3464052287582
"base","Innenstadt","base","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,285987500,0.8,0.6,75.2598684210526,93.4599673202614
"dekarbonisiert","Innenstadt","base","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,235987500,0.8,0.6,62.1019736842105,77.1200980392157
"stark","Innenstadt","base","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,-264012500,0.7,0.55,-69.4769736842105,-86.2785947712418
"base","ganze Stadt","base","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,280075000,0.8,0.55,73.703947368421,91.5277777777778
"dekarbonisiert","ganze Stadt","base","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,230075000,0.8,0.55,60.546052631579,75.187908496732
"stark","ganze Stadt","base","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,-269925000,0.7,0.55,-71.0328947368421,-88.2107843137255
"base","base","stark","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,220075000,0.8,0.55,57.9144736842105,71.9199346405229
"dekarbonisiert","base","stark","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,170075000,0.8,0.55,44.7565789473684,55.5800653594771
"stark","base","stark","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,-329925000,0.7,0.55,-86.8223684210526,-107.81862745098
"base","Innenstadt","stark","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.2,214253750,0.8,0.55,56.3825657894737,70.0175653594771
"dekarbonisiert","Innenstadt","stark","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,164253750,0.8,0.55,43.2246710526316,53.6776960784314
"stark","Innenstadt","stark","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,-335746250,0.7,0.55,-88.3542763157895,-109.720996732026
"base","ganze Stadt","stark","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,208432500,0.8,0.55,54.8506578947368,68.1151960784314
"dekarbonisiert","ganze Stadt","stark","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,158432500,0.8,0.55,41.6927631578947,51.7753267973856
"stark","ganze Stadt","stark","base","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,-341567500,0.7,0.5,-89.8861842105263,-111.623366013072
"base","base","base","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.15,580250000,0.8,0.55,152.697368421053,189.624183006536
"dekarbonisiert","base","base","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,530250000,0.8,0.55,139.539473684211,173.28431372549
"stark","base","base","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,30250000,0.7,0.5,7.9605263157895,9.88562091503272
"base","Innenstadt","base","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,559920000,0.8,0.55,147.347368421053,182.980392156863
"dekarbonisiert","Innenstadt","base","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,509920000,0.8,0.55,134.18947368421,166.640522875817
"stark","Innenstadt","base","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,9920000,0.7,0.5,2.61052631578946,3.24183006535946
"base","ganze Stadt","base","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,539590000,0.8,0.5,141.997368421053,176.33660130719
"dekarbonisiert","ganze Stadt","base","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,489590000,0.8,0.5,128.839473684211,159.996732026144
"stark","ganze Stadt","base","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,-10410000,0.7,0.5,-2.73947368421052,-3.40196078431371
"base","base","stark","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,479590000,0.8,0.5,126.207894736842,156.728758169935
"dekarbonisiert","base","stark","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,429590000,0.8,0.5,113.05,140.388888888889
"stark","base","stark","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,-70410000,0.7,0.5,-18.5289473684211,-23.0098039215686
"base","Innenstadt","stark","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,460793000,0.8,0.5,121.261315789474,150.585947712418
"dekarbonisiert","Innenstadt","stark","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,410793000,0.8,0.5,108.103421052632,134.246078431373
"stark","Innenstadt","stark","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,-89207000,0.7,0.5,-23.4755263157895,-29.152614379085
"base","ganze Stadt","stark","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,441996000,0.8,0.5,116.314736842105,144.443137254902
"dekarbonisiert","ganze Stadt","stark","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,391996000,0.8,0.5,103.156842105263,128.103267973856
"stark","ganze Stadt","stark","Maut","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.1,-108004000,0.7,0.45,-28.4221052631579,-35.2954248366013
"base","base","base","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.01,273550000,0.75,0,71.9868421052632,89.3954248366013
"dekarbonisiert","base","base","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0,223550000,0.75,0,58.828947368421,73.0555555555556
"stark","base","base","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0,-276450000,0.7,0,-72.75,-90.343137254902
"base","Innenstadt","base","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.01,268550000,0.75,0,70.671052631579,87.7614379084967
"dekarbonisiert","Innenstadt","base","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0,218550000,0.75,0,57.5131578947368,71.421568627451
"stark","Innenstadt","base","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0,-281450000,0.7,0,-74.0657894736842,-91.9771241830065
"base","ganze Stadt","base","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.01,263550000,0.75,0,69.3552631578947,86.1274509803922
"dekarbonisiert","ganze Stadt","base","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0,213550000,0.75,0,56.1973684210526,69.7875816993464
"stark","ganze Stadt","base","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0,-286450000,0.7,0,-75.3815789473684,-93.6111111111111
"base","base","stark","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.01,203550000,0.75,0,53.5657894736842,66.5196078431373
"dekarbonisiert","base","stark","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0,153550000,0.75,0,40.4078947368421,50.1797385620915
"stark","base","stark","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0,-346450000,0.7,0,-91.1710526315789,-113.218954248366
"base","Innenstadt","stark","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.01,198550000,0.75,0,52.25,64.8856209150327
"dekarbonisiert","Innenstadt","stark","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0,148550000,0.75,0,39.0921052631579,48.5457516339869
"stark","Innenstadt","stark","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0,-351450000,0.7,0,-92.4868421052631,-114.852941176471
"base","ganze Stadt","stark","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0.01,193550000,0.75,0,50.9342105263158,63.2516339869281
"dekarbonisiert","ganze Stadt","stark","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0,143550000,0.75,0,37.7763157894737,46.9117647058824
"stark","ganze Stadt","stark","Verbot","Verbot","ganze Stadt","10 €/Jahr","4,00 €/h",0,-356450000,0.7,0,-93.8026315789474,-116.486928104575
"base","base","base","base","base","base","100 €/Jahr","4,00 €/h",0.2,1.27e+08,0.2,0.6,33.421052631579,41.5032679738562
"dekarbonisiert","base","base","base","base","base","100 €/Jahr","4,00 €/h",0.2,7.7e+07,0.2,0.6,20.2631578947368,25.1633986928105
"stark","base","base","base","base","base","100 €/Jahr","4,00 €/h",0.2,-4.23e+08,0.2,0.55,-111.315789473684,-138.235294117647
"base","Innenstadt","base","base","base","base","100 €/Jahr","4,00 €/h",0.2,117270000,0.2,0.6,30.8605263157895,38.3235294117647
"dekarbonisiert","Innenstadt","base","base","base","base","100 €/Jahr","4,00 €/h",0.2,67270000,0.2,0.6,17.7026315789474,21.983660130719
"stark","Innenstadt","base","base","base","base","100 €/Jahr","4,00 €/h",0.15,-432730000,0.15,0.55,-113.876315789474,-141.415032679739
"base","ganze Stadt","base","base","base","base","100 €/Jahr","4,00 €/h",0.2,1.07e+08,0.2,0.55,28.1578947368421,34.9673202614379
"dekarbonisiert","ganze Stadt","base","base","base","base","100 €/Jahr","4,00 €/h",0.2,5.7e+07,0.2,0.55,15,18.6274509803922
"stark","ganze Stadt","base","base","base","base","100 €/Jahr","4,00 €/h",0.15,-4.43e+08,0.15,0.55,-116.578947368421,-144.771241830065
"base","base","stark","base","base","base","100 €/Jahr","4,00 €/h",0.2,4.7e+07,0.2,0.55,12.3684210526316,15.359477124183
"dekarbonisiert","base","stark","base","base","base","100 €/Jahr","4,00 €/h",0.2,-3e+06,0.2,0.55,-0.789473684210526,-0.980392156862745
"stark","base","stark","base","base","base","100 €/Jahr","4,00 €/h",0.15,-5.03e+08,0.15,0.55,-132.368421052632,-164.37908496732
"base","Innenstadt","stark","base","base","base","100 €/Jahr","4,00 €/h",0.2,37689000,0.15,0.55,9.91815789473684,12.3166666666667
"dekarbonisiert","Innenstadt","stark","base","base","base","100 €/Jahr","4,00 €/h",0.15,-12311000,0.15,0.55,-3.23973684210526,-4.02320261437908
"stark","Innenstadt","stark","base","base","base","100 €/Jahr","4,00 €/h",0.15,-512311000,0.15,0.55,-134.818684210526,-167.421895424837
"base","ganze Stadt","stark","base","base","base","100 €/Jahr","4,00 €/h",0.15,27865000,0.15,0.55,7.33289473684211,9.1062091503268
"dekarbonisiert","ganze Stadt","stark","base","base","base","100 €/Jahr","4,00 €/h",0.15,-22135000,0.15,0.55,-5.825,-7.23366013071895
"stark","ganze Stadt","stark","base","base","base","100 €/Jahr","4,00 €/h",0.15,-522135000,0.15,0.5,-137.403947368421,-170.632352941176
"base","base","base","Maut","base","base","100 €/Jahr","4,00 €/h",0.15,3.99e+08,0.15,0.55,105,130.392156862745
"dekarbonisiert","base","base","Maut","base","base","100 €/Jahr","4,00 €/h",0.1,3.49e+08,0.15,0.55,91.8421052631579,114.052287581699
"stark","base","base","Maut","base","base","100 €/Jahr","4,00 €/h",0.1,-1.51e+08,0.15,0.5,-39.7368421052632,-49.3464052287582
"base","Innenstadt","base","Maut","base","base","100 €/Jahr","4,00 €/h",0.1,375508000,0.15,0.55,98.8178947368421,122.715032679739
"dekarbonisiert","Innenstadt","base","Maut","base","base","100 €/Jahr","4,00 €/h",0.1,325508000,0.15,0.55,85.66,106.375163398693
"stark","Innenstadt","base","Maut","base","base","100 €/Jahr","4,00 €/h",0.1,-174492000,0.15,0.5,-45.9189473684211,-57.0235294117647
"base","ganze Stadt","base","Maut","base","base","100 €/Jahr","4,00 €/h",0.1,351530000,0.15,0.5,92.5078947368421,114.87908496732
"dekarbonisiert","ganze Stadt","base","Maut","base","base","100 €/Jahr","4,00 €/h",0.1,301530000,0.15,0.5,79.35,98.5392156862745
"stark","ganze Stadt","base","Maut","base","base","100 €/Jahr","4,00 €/h",0.1,-198470000,0.15,0.5,-52.2289473684211,-64.859477124183
"base","base","stark","Maut","base","base","100 €/Jahr","4,00 €/h",0.1,291530000,0.15,0.5,76.7184210526316,95.2712418300654
"dekarbonisiert","base","stark","Maut","base","base","100 €/Jahr","4,00 €/h",0.1,241530000,0.15,0.5,63.5605263157895,78.9313725490196
"stark","base","stark","Maut","base","base","100 €/Jahr","4,00 €/h",0.1,-258470000,0.15,0.5,-68.0184210526316,-84.4673202614379
"base","Innenstadt","stark","Maut","base","base","100 €/Jahr","4,00 €/h",0.1,269838600,0.15,0.5,71.0101578947368,88.1825490196078
"dekarbonisiert","Innenstadt","stark","Maut","base","base","100 €/Jahr","4,00 €/h",0.1,219838600,0.15,0.5,57.8522631578947,71.8426797385621
"stark","Innenstadt","stark","Maut","base","base","100 €/Jahr","4,00 €/h",0.1,-280161400,0.1,0.5,-73.7266842105263,-91.5560130718954
"base","ganze Stadt","stark","Maut","base","base","100 €/Jahr","4,00 €/h",0.1,247685500,0.15,0.5,65.1803947368421,80.9429738562092
"dekarbonisiert","ganze Stadt","stark","Maut","base","base","100 €/Jahr","4,00 €/h",0.1,197685500,0.15,0.5,52.0225,64.6031045751634
"stark","ganze Stadt","stark","Maut","base","base","100 €/Jahr","4,00 €/h",0.1,-302314500,0.1,0.45,-79.556447368421,-98.7955882352941
"base","base","base","Verbot","base","base","100 €/Jahr","4,00 €/h",0.01198,114200000,0.2,0.55,30.0526315789474,37.3202614379085
"dekarbonisiert","base","base","Verbot","base","base","100 €/Jahr","4,00 €/h",0.00198,64200000,0.2,0.55,16.8947368421053,20.9803921568627
"stark","base","base","Verbot","base","base","100 €/Jahr","4,00 €/h",0.0018,-435800000,0.15,0.5,-114.684210526316,-142.418300653595
"base","Innenstadt","base","Verbot","base","base","100 €/Jahr","4,00 €/h",0.011881,104943000,0.15,0.55,27.6165789473684,34.2950980392157
"dekarbonisiert","Innenstadt","base","Verbot","base","base","100 €/Jahr","4,00 €/h",0.001881,54943000,0.15,0.55,14.4586842105263,17.9552287581699
"stark","Innenstadt","base","Verbot","base","base","100 €/Jahr","4,00 €/h",0.00171,-445057000,0.15,0.5,-117.120263157895,-145.443464052288
"base","ganze Stadt","base","Verbot","base","base","100 €/Jahr","4,00 €/h",0.011782,95200000,0.15,0.5,25.0526315789474,31.1111111111111
"dekarbonisiert","ganze Stadt","base","Verbot","base","base","100 €/Jahr","4,00 €/h",0.001782,45200000,0.15,0.5,11.8947368421053,14.7712418300654
"stark","ganze Stadt","base","Verbot","base","base","100 €/Jahr","4,00 €/h",0.00162,-454800000,0.15,0.5,-119.684210526316,-148.627450980392
"base","base","stark","Verbot","base","base","100 €/Jahr","4,00 €/h",0.011782,35200000,0.15,0.5,9.26315789473684,11.5032679738562
"dekarbonisiert","base","stark","Verbot","base","base","100 €/Jahr","4,00 €/h",0.001782,-14800000,0.15,0.5,-3.89473684210526,-4.83660130718954
"stark","base","stark","Verbot","base","base","100 €/Jahr","4,00 €/h",0.00162,-514800000,0.15,0.5,-135.473684210526,-168.235294117647
"base","Innenstadt","stark","Verbot","base","base","100 €/Jahr","4,00 €/h",0.0116929,26320100,0.15,0.5,6.92634210526315,8.60133986928104
"dekarbonisiert","Innenstadt","stark","Verbot","base","base","100 €/Jahr","4,00 €/h",0.0016929,-23679900,0.15,0.5,-6.23155263157895,-7.73852941176471
"stark","Innenstadt","stark","Verbot","base","base","100 €/Jahr","4,00 €/h",0.001539,-523679900,0.15,0.5,-137.8105,-171.137222222222
"base","ganze Stadt","stark","Verbot","base","base","100 €/Jahr","4,00 €/h",0.0116038,16978500,0.15,0.5,4.46802631578948,5.54852941176471
"dekarbonisiert","ganze Stadt","stark","Verbot","base","base","100 €/Jahr","4,00 €/h",0.0016038,-33021500,0.15,0.5,-8.68986842105263,-10.791339869281
"stark","ganze Stadt","stark","Verbot","base","base","100 €/Jahr","4,00 €/h",0.001458,-533021500,0.15,0.45,-140.268815789474,-174.190032679739
"base","base","base","base","Maut","base","100 €/Jahr","4,00 €/h",0.2,8.57e+08,0.2,0.6,225.526315789474,280.065359477124
"dekarbonisiert","base","base","base","Maut","base","100 €/Jahr","4,00 €/h",0.2,8.07e+08,0.2,0.6,212.368421052632,263.725490196078
"stark","base","base","base","Maut","base","100 €/Jahr","4,00 €/h",0.2,3.07e+08,0.2,0.55,80.7894736842105,100.326797385621
"base","Innenstadt","base","base","Maut","base","100 €/Jahr","4,00 €/h",0.2,810770000,0.2,0.6,213.36052631579,264.957516339869
"dekarbonisiert","Innenstadt","base","base","Maut","base","100 €/Jahr","4,00 €/h",0.2,760770000,0.2,0.6,200.202631578947,248.617647058824
"stark","Innenstadt","base","base","Maut","base","100 €/Jahr","4,00 €/h",0.15,260770000,0.15,0.55,68.6236842105263,85.218954248366
"base","ganze Stadt","base","base","Maut","base","100 €/Jahr","4,00 €/h",0.2,7.64e+08,0.2,0.55,201.052631578947,249.673202614379
"dekarbonisiert","ganze Stadt","base","base","Maut","base","100 €/Jahr","4,00 €/h",0.2,7.14e+08,0.2,0.55,187.894736842105,233.333333333333
"stark","ganze Stadt","base","base","Maut","base","100 €/Jahr","4,00 €/h",0.15,2.14e+08,0.15,0.55,56.3157894736842,69.9346405228758
"base","base","stark","base","Maut","base","100 €/Jahr","4,00 €/h",0.2,7.04e+08,0.2,0.55,185.263157894737,230.065359477124
"dekarbonisiert","base","stark","base","Maut","base","100 €/Jahr","4,00 €/h",0.2,6.54e+08,0.2,0.55,172.105263157895,213.725490196078
"stark","base","stark","base","Maut","base","100 €/Jahr","4,00 €/h",0.15,1.54e+08,0.15,0.55,40.5263157894736,50.3267973856209
"base","Innenstadt","stark","base","Maut","base","100 €/Jahr","4,00 €/h",0.2,661839000,0.15,0.55,174.168157894737,216.287254901961
"dekarbonisiert","Innenstadt","stark","base","Maut","base","100 €/Jahr","4,00 €/h",0.15,611839000,0.15,0.55,161.010263157895,199.947385620915
"stark","Innenstadt","stark","base","Maut","base","100 €/Jahr","4,00 €/h",0.15,111839000,0.15,0.55,29.4313157894736,36.5486928104575
"base","ganze Stadt","stark","base","Maut","base","100 €/Jahr","4,00 €/h",0.15,619165000,0.15,0.55,162.938157894737,202.341503267974
"dekarbonisiert","ganze Stadt","stark","base","Maut","base","100 €/Jahr","4,00 €/h",0.15,569165000,0.15,0.55,149.780263157895,186.001633986928
"stark","ganze Stadt","stark","base","Maut","base","100 €/Jahr","4,00 €/h",0.15,69165000,0.15,0.5,18.2013157894737,22.6029411764706
"base","base","base","Maut","Maut","base","100 €/Jahr","4,00 €/h",0.15,8.17e+08,0.1,0.5,215,266.993464052288
"dekarbonisiert","base","base","Maut","Maut","base","100 €/Jahr","4,00 €/h",0.1,7.67e+08,0.1,0.5,201.842105263158,250.653594771242
"stark","base","base","Maut","Maut","base","100 €/Jahr","4,00 €/h",0.1,2.67e+08,0.1,0.45,70.2631578947368,87.2549019607843
"base","Innenstadt","base","Maut","Maut","base","100 €/Jahr","4,00 €/h",0.1,772446000,0.1,0.45,203.275263157895,252.433333333333
"dekarbonisiert","Innenstadt","base","Maut","Maut","base","100 €/Jahr","4,00 €/h",0.1,722446000,0.1,0.45,190.117368421053,236.093464052288
"stark","Innenstadt","base","Maut","Maut","base","100 €/Jahr","4,00 €/h",0.1,222446000,0.1,0.45,58.5384210526316,72.69477124183
"base","ganze Stadt","base","Maut","Maut","base","100 €/Jahr","4,00 €/h",0.1,727460000,0.1,0.45,191.436842105263,237.732026143791
"dekarbonisiert","ganze Stadt","base","Maut","Maut","base","100 €/Jahr","4,00 €/h",0.1,677460000,0.1,0.45,178.278947368421,221.392156862745
"stark","ganze Stadt","base","Maut","Maut","base","100 €/Jahr","4,00 €/h",0.1,177460000,0.1,0.45,46.7,57.9934640522875
"base","base","stark","Maut","Maut","base","100 €/Jahr","4,00 €/h",0.1,667460000,0.1,0.45,175.647368421053,218.124183006536
"dekarbonisiert","base","stark","Maut","Maut","base","100 €/Jahr","4,00 €/h",0.1,617460000,0.1,0.45,162.48947368421,201.78431372549
