"OePNV","kiezblocks","Fahrrad","fahrenderVerkehr","DRT","Parkraum","CO2","Kosten","traffic","parking","drtTraffic","KostenProKopf","KostenProErwachsener"
"dekarbonisiert","ganze Stadt","base","base","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.9,-6e+07,1,0.95,0,-15.7894736842105,-19.6078431372549
"stark","ganze Stadt","base","base","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.8,-5.6e+08,0.95,0.9,0,-147.368421052632,-183.006535947712
"base","base","stark","base","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.9,-7e+07,1,0.95,0,-18.421052631579,-22.8758169934641
"dekarbonisiert","base","stark","base","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.9,-1.2e+08,1,0.95,0,-31.5789473684211,-39.2156862745098
"stark","base","stark","base","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.8,-6.2e+08,0.95,0.9,0,-163.157894736842,-202.614379084967
"base","ganze Stadt","stark","base","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.8,-8e+07,0.95,0.9,0,-21.0526315789474,-26.1437908496732
"dekarbonisiert","ganze Stadt","stark","base","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.8,-1.3e+08,0.95,0.9,0,-34.2105263157895,-42.483660130719
"stark","ganze Stadt","stark","base","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.75,-6.3e+08,0.95,0.85,0,-165.789473684211,-205.882352941176
"base","base","base","mautFossil","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.2,4.9e+08,0.95,0.9,0,128.070175438597,159.041394335512
"dekarbonisiert","base","base","mautFossil","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.2,4.4e+08,0.95,0.9,0,114.912280701754,142.701525054466
"stark","base","base","mautFossil","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.2,-1.1e+08,0.95,0.85,0,-29.4736842105263,-36.6013071895425
"base","ganze Stadt","base","mautFossil","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.2,4.3e+08,0.95,0.85,0,112.631578947368,139.869281045752
"dekarbonisiert","ganze Stadt","base","mautFossil","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.2,3.8e+08,0.95,0.85,0,99.4736842105263,123.529411764706
"stark","ganze Stadt","base","mautFossil","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.15,-1.7e+08,0.9,0.8,0,-43.6315789473684,-54.1830065359477
"base","base","stark","mautFossil","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.2,3.7e+08,0.95,0.85,0,96.8421052631579,120.261437908497
"dekarbonisiert","base","stark","mautFossil","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.2,3.2e+08,0.95,0.85,0,83.6842105263158,103.921568627451
"stark","base","stark","mautFossil","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.15,-2.3e+08,0.9,0.8,0,-59.4210526315789,-73.7908496732026
"base","ganze Stadt","stark","mautFossil","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.15,3.1e+08,0.9,0.8,0,82.6842105263158,102.679738562092
"dekarbonisiert","ganze Stadt","stark","mautFossil","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.15,2.6e+08,0.9,0.8,0,69.5263157894737,86.3398692810458
"stark","ganze Stadt","stark","mautFossil","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.15,-2.8e+08,0.9,0.75,0,-72.4263157894737,-89.9411764705882
"base","base","base","MautFuerAlle","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.6,2.19e+09,0.9,0.8,0,576.315789473684,715.686274509804
"dekarbonisiert","base","base","MautFuerAlle","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.6,2.14e+09,0.9,0.8,0,563.157894736842,699.346405228758
"stark","base","base","MautFuerAlle","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.55,1.6e+09,0.9,0.75,0,421.973684210526,524.019607843137
"base","ganze Stadt","base","MautFuerAlle","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.55,2.14e+09,0.9,0.75,0,564.078947368421,700.490196078431
"dekarbonisiert","ganze Stadt","base","MautFuerAlle","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.55,2.09e+09,0.9,0.75,0,550.921052631579,684.150326797386
"stark","ganze Stadt","base","MautFuerAlle","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.5,1.56e+09,0.85,0.7,0,410.697368421053,510.016339869281
"base","base","stark","MautFuerAlle","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.55,2.08e+09,0.9,0.75,0,548.28947368421,680.882352941176
"dekarbonisiert","base","stark","MautFuerAlle","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.55,2.03e+09,0.9,0.75,0,535.131578947368,664.542483660131
"stark","base","stark","MautFuerAlle","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.5,1.5e+09,0.85,0.7,0,394.907894736842,490.408496732026
"base","ganze Stadt","stark","MautFuerAlle","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.5,2.04e+09,0.85,0.7,0,537.013157894737,666.87908496732
"dekarbonisiert","ganze Stadt","stark","MautFuerAlle","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.5,1.99e+09,0.85,0.7,0,523.855263157895,650.539215686274
"stark","ganze Stadt","stark","MautFuerAlle","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.45,1.46e+09,0.85,0.7,0,384.496052631579,477.478758169935
"base","base","base","zeroEmissionsZone","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.01,0,1,0.9,0,-0.00263157894736842,-0.00326797385620915
"dekarbonisiert","base","base","zeroEmissionsZone","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,-5e+07,1,0.9,0,-13.1605263157895,-16.343137254902
"stark","base","base","zeroEmissionsZone","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,-5.5e+08,0.95,0.85,0,-144.739473684211,-179.741830065359
"base","ganze Stadt","base","zeroEmissionsZone","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-1e+07,0.95,0.85,0,-2.63421052631579,-3.27124183006536
"dekarbonisiert","ganze Stadt","base","zeroEmissionsZone","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,-6e+07,0.95,0.85,0,-15.7921052631579,-19.6111111111111
"stark","ganze Stadt","base","zeroEmissionsZone","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,-5.6e+08,0.95,0.8,0,-147.371052631579,-183.009803921569
"base","base","stark","zeroEmissionsZone","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-7e+07,0.95,0.85,0,-18.4236842105263,-22.8790849673203
"dekarbonisiert","base","stark","zeroEmissionsZone","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,-1.2e+08,0.95,0.85,0,-31.5815789473684,-39.218954248366
"stark","base","stark","zeroEmissionsZone","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,-6.2e+08,0.95,0.8,0,-163.160526315789,-202.617647058824
"base","ganze Stadt","stark","zeroEmissionsZone","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-8e+07,0.95,0.8,0,-21.0552631578947,-26.1470588235294
"dekarbonisiert","ganze Stadt","stark","zeroEmissionsZone","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,-1.3e+08,0.95,0.8,0,-34.2131578947368,-42.4869281045752
"stark","ganze Stadt","stark","zeroEmissionsZone","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,-6.3e+08,0.9,0.75,0,-165.792105263158,-205.885620915033
"base","base","base","zeroEmissionsZonePlusMaut","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.01,2.15e+09,0.9,0.65,0,566.707894736842,703.754901960784
"dekarbonisiert","base","base","zeroEmissionsZonePlusMaut","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,2.1e+09,0.9,0.65,0,553.55,687.415032679738
"stark","base","base","zeroEmissionsZonePlusMaut","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,1.57e+09,0.85,0.6,0,413.326315789474,513.281045751634
"base","ganze Stadt","base","zeroEmissionsZonePlusMaut","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.01,2.11e+09,0.85,0.6,0,555.431578947368,689.751633986928
"dekarbonisiert","ganze Stadt","base","zeroEmissionsZonePlusMaut","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,2.06e+09,0.85,0.6,0,542.273684210526,673.411764705882
"stark","ganze Stadt","base","zeroEmissionsZonePlusMaut","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,1.53e+09,0.85,0.55,0,402.914473684211,500.351307189543
"base","base","stark","zeroEmissionsZonePlusMaut","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.01,2.05e+09,0.85,0.6,0,539.642105263158,670.143790849673
"dekarbonisiert","base","stark","zeroEmissionsZonePlusMaut","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,2e+09,0.85,0.6,0,526.484210526316,653.803921568627
"stark","base","stark","zeroEmissionsZonePlusMaut","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,1.47e+09,0.85,0.55,0,387.125,480.743464052288
"base","ganze Stadt","stark","zeroEmissionsZonePlusMaut","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.01,2.01e+09,0.85,0.55,0,529.230263157895,657.214052287582
"dekarbonisiert","ganze Stadt","stark","zeroEmissionsZonePlusMaut","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,1.96e+09,0.85,0.55,0,516.072368421053,640.874183006536
"stark","ganze Stadt","stark","zeroEmissionsZonePlusMaut","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,1.43e+09,0.85,0.55,0,377.491184210526,468.779901960784
"base","base","base","autofrei","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.01,0,0.75,0,0,0,0
"dekarbonisiert","base","base","autofrei","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,-5e+07,0.75,0,0,-13.1578947368421,-16.3398692810458
"stark","base","base","autofrei","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,-5.5e+08,0.75,0,0,-144.736842105263,-179.738562091503
"base","ganze Stadt","base","autofrei","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-1e+07,0.75,0,0,-2.63157894736842,-3.26797385620915
"dekarbonisiert","ganze Stadt","base","autofrei","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,-6e+07,0.75,0,0,-15.7894736842105,-19.6078431372549
"stark","ganze Stadt","base","autofrei","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,-5.6e+08,0.75,0,0,-147.368421052632,-183.006535947712
"base","base","stark","autofrei","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-7e+07,0.75,0,0,-18.421052631579,-22.8758169934641
"dekarbonisiert","base","stark","autofrei","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,-1.2e+08,0.75,0,0,-31.5789473684211,-39.2156862745098
"stark","base","stark","autofrei","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,-6.2e+08,0.75,0,0,-163.157894736842,-202.614379084967
"base","ganze Stadt","stark","autofrei","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-8e+07,0.75,0,0,-21.0526315789474,-26.1437908496732
"dekarbonisiert","ganze Stadt","stark","autofrei","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,-1.3e+08,0.75,0,0,-34.2105263157895,-42.483660130719
"stark","ganze Stadt","stark","autofrei","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0,-6.3e+08,0.75,0,0,-165.789473684211,-205.882352941176
"base","base","base","base","base","Besucher_teuer_Anwohner_preiswert",0.6,2.2e+08,0.6,0.8,0,57.6315789473684,71.5686274509804
"dekarbonisiert","base","base","base","base","Besucher_teuer_Anwohner_preiswert",0.6,1.7e+08,0.6,0.8,0,44.4736842105263,55.2287581699346
"stark","base","base","base","base","Besucher_teuer_Anwohner_preiswert",0.55,-3.5e+08,0.55,0.75,0,-92.8684210526316,-115.326797385621
"base","ganze Stadt","base","base","base","Besucher_teuer_Anwohner_preiswert",0.55,1.9e+08,0.55,0.75,0,49.2368421052632,61.1437908496732
"dekarbonisiert","ganze Stadt","base","base","base","Besucher_teuer_Anwohner_preiswert",0.55,1.4e+08,0.55,0.75,0,36.0789473684211,44.8039215686275
"stark","ganze Stadt","base","base","base","Besucher_teuer_Anwohner_preiswert",0.5,-3.8e+08,0.5,0.7,0,-100.686842105263,-125.035947712418
"base","base","stark","base","base","Besucher_teuer_Anwohner_preiswert",0.55,1.3e+08,0.55,0.75,0,33.4473684210526,41.5359477124183
"dekarbonisiert","base","stark","base","base","Besucher_teuer_Anwohner_preiswert",0.55,8e+07,0.55,0.75,0,20.2894736842105,25.1960784313726
"stark","base","stark","base","base","Besucher_teuer_Anwohner_preiswert",0.5,-4.4e+08,0.5,0.7,0,-116.476315789474,-144.643790849673
"base","ganze Stadt","stark","base","base","Besucher_teuer_Anwohner_preiswert",0.5,1e+08,0.5,0.7,0,25.6289473684211,31.8267973856209
"dekarbonisiert","ganze Stadt","stark","base","base","Besucher_teuer_Anwohner_preiswert",0.5,5e+07,0.5,0.7,0,12.471052631579,15.4869281045752
"stark","ganze Stadt","stark","base","base","Besucher_teuer_Anwohner_preiswert",0.45,-4.7e+08,0.45,0.7,0,-123.776052631579,-153.708823529412
"base","base","base","mautFossil","base","Besucher_teuer_Anwohner_preiswert",0.15,4.7e+08,0.5,0.7,0,122.947368421053,152.679738562092
"dekarbonisiert","base","base","mautFossil","base","Besucher_teuer_Anwohner_preiswert",0.1,4.2e+08,0.5,0.7,0,109.789473684211,136.339869281046
"stark","base","base","mautFossil","base","Besucher_teuer_Anwohner_preiswert",0.1,-1.3e+08,0.45,0.7,0,-34.0842105263158,-42.3267973856209
"base","ganze Stadt","base","mautFossil","base","Besucher_teuer_Anwohner_preiswert",0.1,4.1e+08,0.45,0.7,0,108.021052631579,134.143790849673
"dekarbonisiert","ganze Stadt","base","mautFossil","base","Besucher_teuer_Anwohner_preiswert",0.1,3.6e+08,0.45,0.7,0,94.8631578947369,117.803921568627
"stark","ganze Stadt","base","mautFossil","base","Besucher_teuer_Anwohner_preiswert",0.1,-1.8e+08,0.4,0.65,0,-47.7810526315789,-59.3359477124183
"base","base","stark","mautFossil","base","Besucher_teuer_Anwohner_preiswert",0.1,3.5e+08,0.45,0.7,0,92.2315789473684,114.535947712418
"dekarbonisiert","base","stark","mautFossil","base","Besucher_teuer_Anwohner_preiswert",0.1,3e+08,0.45,0.7,0,79.0736842105263,98.1960784313726
"stark","base","stark","mautFossil","base","Besucher_teuer_Anwohner_preiswert",0.1,-2.4e+08,0.4,0.65,0,-63.5705263157895,-78.9437908496732
"base","ganze Stadt","stark","mautFossil","base","Besucher_teuer_Anwohner_preiswert",0.1,3e+08,0.4,0.65,0,78.5347368421053,97.5267973856209
"dekarbonisiert","ganze Stadt","stark","mautFossil","base","Besucher_teuer_Anwohner_preiswert",0.1,2.5e+08,0.4,0.65,0,65.3768421052632,81.1869281045752
"stark","ganze Stadt","stark","mautFossil","base","Besucher_teuer_Anwohner_preiswert",0.1,-2.9e+08,0.35,0.6,0,-76.1608421052631,-94.5788235294117
"base","base","base","MautFuerAlle","base","Besucher_teuer_Anwohner_preiswert",0.35,1.01e+09,0.35,0.65,0,265.105263157895,329.21568627451
"dekarbonisiert","base","base","MautFuerAlle","base","Besucher_teuer_Anwohner_preiswert",0.35,9.6e+08,0.35,0.65,0,251.947368421053,312.875816993464
"stark","base","base","MautFuerAlle","base","Besucher_teuer_Anwohner_preiswert",0.3,3.6e+08,0.3,0.6,0,93.8578947368421,116.555555555556
"base","ganze Stadt","base","MautFuerAlle","base","Besucher_teuer_Anwohner_preiswert",0.35,9e+08,0.3,0.6,0,235.963157894737,293.02614379085
"dekarbonisiert","ganze Stadt","base","MautFuerAlle","base","Besucher_teuer_Anwohner_preiswert",0.3,8.5e+08,0.3,0.6,0,222.805263157895,276.686274509804
"stark","ganze Stadt","base","MautFuerAlle","base","Besucher_teuer_Anwohner_preiswert",0.3,2.6e+08,0.3,0.6,0,67.3668421052632,83.6581699346406
"base","base","stark","MautFuerAlle","base","Besucher_teuer_Anwohner_preiswert",0.35,8.4e+08,0.3,0.6,0,220.173684210526,273.418300653595
"dekarbonisiert","base","stark","MautFuerAlle","base","Besucher_teuer_Anwohner_preiswert",0.3,7.9e+08,0.3,0.6,0,207.015789473684,257.078431372549
"stark","base","stark","MautFuerAlle","base","Besucher_teuer_Anwohner_preiswert",0.3,2e+08,0.3,0.6,0,51.5773684210527,64.0503267973857
"base","ganze Stadt","stark","MautFuerAlle","base","Besucher_teuer_Anwohner_preiswert",0.3,7.4e+08,0.3,0.6,0,193.682631578947,240.52091503268
"dekarbonisiert","ganze Stadt","stark","MautFuerAlle","base","Besucher_teuer_Anwohner_preiswert",0.3,6.9e+08,0.3,0.6,0,180.524736842105,224.181045751634
"stark","ganze Stadt","stark","MautFuerAlle","base","Besucher_teuer_Anwohner_preiswert",0.25,1e+08,0.25,0.55,0,27.4722631578948,34.1158823529412
"base","base","base","zeroEmissionsZone","base","Besucher_teuer_Anwohner_preiswert",0.01,2e+08,0.55,0.7,0,51.8657894736842,64.4084967320262
"dekarbonisiert","base","base","zeroEmissionsZone","base","Besucher_teuer_Anwohner_preiswert",0,1.5e+08,0.55,0.7,0,38.7078947368421,48.0686274509804
"stark","base","base","zeroEmissionsZone","base","Besucher_teuer_Anwohner_preiswert",0,-3.7e+08,0.5,0.7,0,-98.0578947368421,-121.771241830065
"base","ganze Stadt","base","zeroEmissionsZone","base","Besucher_teuer_Anwohner_preiswert",0.01,1.7e+08,0.5,0.7,0,44.0473684210526,54.6993464052288
"dekarbonisiert","ganze Stadt","base","zeroEmissionsZone","base","Besucher_teuer_Anwohner_preiswert",0,1.2e+08,0.5,0.7,0,30.8894736842105,38.359477124183
"stark","ganze Stadt","base","zeroEmissionsZone","base","Besucher_teuer_Anwohner_preiswert",0,-4e+08,0.45,0.65,0,-105.357631578947,-130.836274509804
"base","base","stark","zeroEmissionsZone","base","Besucher_teuer_Anwohner_preiswert",0.01,1.1e+08,0.5,0.7,0,28.2578947368421,35.0915032679739
"dekarbonisiert","base","stark","zeroEmissionsZone","base","Besucher_teuer_Anwohner_preiswert",0,6e+07,0.5,0.7,0,15.1,18.7516339869281
"stark","base","stark","zeroEmissionsZone","base","Besucher_teuer_Anwohner_preiswert",0,-4.6e+08,0.45,0.65,0,-121.147105263158,-150.444117647059
"base","ganze Stadt","stark","zeroEmissionsZone","base","Besucher_teuer_Anwohner_preiswert",0.01,8e+07,0.45,0.65,0,20.9581578947368,26.0264705882353
"dekarbonisiert","ganze Stadt","stark","zeroEmissionsZone","base","Besucher_teuer_Anwohner_preiswert",0,3e+07,0.45,0.65,0,7.80026315789474,9.68660130718954
"stark","ganze Stadt","stark","zeroEmissionsZone","base","Besucher_teuer_Anwohner_preiswert",0,-4.9e+08,0.4,0.6,0,-127.980026315789,-158.929444444444
"base","base","base","zeroEmissionsZonePlusMaut","base","Besucher_teuer_Anwohner_preiswert",0.01,9.1e+08,0.3,0.5,0,238.592105263158,296.290849673203
"dekarbonisiert","base","base","zeroEmissionsZonePlusMaut","base","Besucher_teuer_Anwohner_preiswert",0,8.6e+08,0.3,0.5,0,225.434210526316,279.950980392157
"stark","base","base","zeroEmissionsZonePlusMaut","base","Besucher_teuer_Anwohner_preiswert",0,2.7e+08,0.3,0.5,0,69.9957894736842,86.9228758169935
"base","ganze Stadt","base","zeroEmissionsZonePlusMaut","base","Besucher_teuer_Anwohner_preiswert",0.01,8.1e+08,0.3,0.5,0,212.101052631579,263.393464052288
"dekarbonisiert","ganze Stadt","base","zeroEmissionsZonePlusMaut","base","Besucher_teuer_Anwohner_preiswert",0,7.6e+08,0.3,0.5,0,198.943157894737,247.053594771242
"stark","ganze Stadt","base","zeroEmissionsZonePlusMaut","base","Besucher_teuer_Anwohner_preiswert",0,1.7e+08,0.25,0.45,0,45.8906842105263,56.988431372549
"base","base","stark","zeroEmissionsZonePlusMaut","base","Besucher_teuer_Anwohner_preiswert",0.01,7.5e+08,0.3,0.5,0,196.311578947368,243.785620915033
"dekarbonisiert","base","stark","zeroEmissionsZonePlusMaut","base","Besucher_teuer_Anwohner_preiswert",0,7e+08,0.3,0.5,0,183.153684210526,227.445751633987
"stark","base","stark","zeroEmissionsZonePlusMaut","base","Besucher_teuer_Anwohner_preiswert",0,1.1e+08,0.25,0.45,0,30.1012105263158,37.3805882352941
"base","ganze Stadt","stark","zeroEmissionsZonePlusMaut","base","Besucher_teuer_Anwohner_preiswert",0.01,6.5e+08,0.25,0.45,0,172.206473684211,213.851176470588
"dekarbonisiert","ganze Stadt","stark","zeroEmissionsZonePlusMaut","base","Besucher_teuer_Anwohner_preiswert",0,6e+08,0.25,0.45,0,159.048578947368,197.511307189543
"stark","ganze Stadt","stark","zeroEmissionsZonePlusMaut","base","Besucher_teuer_Anwohner_preiswert",0,3e+07,0.25,0.45,0,8.14345789473688,10.1127908496733
"base","base","base","autofrei","base","Besucher_teuer_Anwohner_preiswert",0.01,0,0,0,0,0,0
"dekarbonisiert","base","base","autofrei","base","Besucher_teuer_Anwohner_preiswert",0,-5e+07,0,0,0,-13.1578947368421,-16.3398692810458
"stark","base","base","autofrei","base","Besucher_teuer_Anwohner_preiswert",0,-5.5e+08,0,0,0,-144.736842105263,-179.738562091503
"base","ganze Stadt","base","autofrei","base","Besucher_teuer_Anwohner_preiswert",0.01,-1e+07,0,0,0,-2.63157894736842,-3.26797385620915
"dekarbonisiert","ganze Stadt","base","autofrei","base","Besucher_teuer_Anwohner_preiswert",0,-6e+07,0,0,0,-15.7894736842105,-19.6078431372549
"stark","ganze Stadt","base","autofrei","base","Besucher_teuer_Anwohner_preiswert",0,-5.6e+08,0,0,0,-147.368421052632,-183.006535947712
"base","base","stark","autofrei","base","Besucher_teuer_Anwohner_preiswert",0.01,-7e+07,0,0,0,-18.421052631579,-22.8758169934641
"dekarbonisiert","base","stark","autofrei","base","Besucher_teuer_Anwohner_preiswert",0,-1.2e+08,0,0,0,-31.5789473684211,-39.2156862745098
"stark","base","stark","autofrei","base","Besucher_teuer_Anwohner_preiswert",0,-6.2e+08,0,0,0,-163.157894736842,-202.614379084967
"base","ganze Stadt","stark","autofrei","base","Besucher_teuer_Anwohner_preiswert",0.01,-8e+07,0,0,0,-21.0526315789474,-26.1437908496732
"dekarbonisiert","ganze Stadt","stark","autofrei","base","Besucher_teuer_Anwohner_preiswert",0,-1.3e+08,0,0,0,-34.2105263157895,-42.483660130719
"stark","ganze Stadt","stark","autofrei","base","Besucher_teuer_Anwohner_preiswert",0,-6.3e+08,0,0,0,-165.789473684211,-205.882352941176
"base","base","base","base","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.6,2.8e+08,0.85,0.8,0.091,73.8644736842106,91.7271241830066
"dekarbonisiert","base","base","base","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.6,2.3e+08,0.85,0.8,0.091,60.7065789473684,75.3872549019608
"stark","base","base","base","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.55,-2.8e+08,0.85,0.75,0.10465,-74.2005921052632,-92.1445261437908
"base","ganze Stadt","base","base","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.55,2.6e+08,0.85,0.75,0.10465,67.9046710526316,84.3260620915033
"dekarbonisiert","ganze Stadt","base","base","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.55,2.1e+08,0.85,0.75,0.10465,54.7467763157895,67.9861928104575
"stark","ganze Stadt","base","base","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.5,-3e+08,0.8,0.7,0.116935,-79.827572368421,-99.1322794117647
"base","base","stark","base","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.55,2e+08,0.85,0.75,0.10465,52.1151973684211,64.7182189542484
"dekarbonisiert","base","stark","base","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.55,1.5e+08,0.85,0.75,0.10465,38.957302631579,48.3783496732026
"stark","base","stark","base","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.5,-3.6e+08,0.8,0.7,0.116935,-95.6170460526316,-118.74012254902
"base","ganze Stadt","stark","base","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.5,1.8e+08,0.8,0.7,0.116935,46.4882171052632,57.7304656862745
"dekarbonisiert","ganze Stadt","stark","base","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.5,1.3e+08,0.8,0.7,0.116935,33.3303223684211,41.3905964052288
"stark","ganze Stadt","stark","base","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.45,-3.8e+08,0.8,0.7,0.1279915,-100.94448618421,-125.355897875817
"base","base","base","mautFossil","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.15,5.5e+08,0.8,0.7,0.1183,144.050131578947,178.885784313726
"dekarbonisiert","base","base","mautFossil","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.1,5e+08,0.8,0.7,0.1183,130.892236842105,162.54591503268
"stark","base","base","mautFossil","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.1,-4e+07,0.8,0.7,0.12922,-11.0335,-13.7017320261438
"base","ganze Stadt","base","mautFossil","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.1,5e+08,0.8,0.7,0.12922,131.071763157895,162.76885620915
"dekarbonisiert","ganze Stadt","base","mautFossil","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.1,4.5e+08,0.8,0.7,0.12922,117.913868421053,146.428986928105
"stark","ganze Stadt","base","mautFossil","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.1,-9e+07,0.8,0.65,0.139048,-22.9771894736842,-28.5337647058823
"base","base","stark","mautFossil","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.1,4.4e+08,0.8,0.7,0.12922,115.282289473684,143.161013071895
"dekarbonisiert","base","stark","mautFossil","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.1,3.9e+08,0.8,0.7,0.12922,102.124394736842,126.82114379085
"stark","base","stark","mautFossil","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.1,-1.5e+08,0.8,0.65,0.139048,-38.7666631578947,-48.1416078431372
"base","ganze Stadt","stark","mautFossil","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.1,3.9e+08,0.8,0.65,0.139048,103.3386,128.328980392157
"dekarbonisiert","ganze Stadt","stark","mautFossil","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.1,3.4e+08,0.8,0.65,0.139048,90.1807052631579,111.989111111111
"stark","ganze Stadt","stark","mautFossil","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.1,-1.9e+08,0.75,0.6,0.1478932,-49.7791415789474,-61.8172346405228
"base","base","base","MautFuerAlle","nurAussenbezirke","Besucher_teuer_Anwohner_preiswert",0.35,2.12e+09,0.8,0.65,0.1456,557.463859649123,692.275381263617
