"OePNV","kiezblocks","Fahrrad","fahrenderVerkehr","DRT","Parkraum","CO2","Kosten","traffic","parking","drtTraffic","KostenProKopf","KostenProErwachsener"
"dekarbonisiert","ganze Stadt","stark","zeroEmissionsZonePlusMaut","ganzeStadt","base",0,1.96e+09,0.85,0.55,0,516.072368421053,640.874183006536
"stark","ganze Stadt","stark","zeroEmissionsZonePlusMaut","ganzeStadt","base",0,1.43e+09,0.85,0.55,0,377.491184210526,468.779901960784
"base","base","base","autofrei","ganzeStadt","base",0.01,0,0.75,0,0,0,0
"dekarbonisiert","base","base","autofrei","ganzeStadt","base",0,-5e+07,0.75,0,0,-13.1578947368421,-16.3398692810458
"stark","base","base","autofrei","ganzeStadt","base",0,-5.5e+08,0.75,0,0,-144.736842105263,-179.738562091503
"base","ganze Stadt","base","autofrei","ganzeStadt","base",0.01,-1e+07,0.75,0,0,-2.63157894736842,-3.26797385620915
"dekarbonisiert","ganze Stadt","base","autofrei","ganzeStadt","base",0,-6e+07,0.75,0,0,-15.7894736842105,-19.6078431372549
"stark","ganze Stadt","base","autofrei","ganzeStadt","base",0,-5.6e+08,0.75,0,0,-147.368421052632,-183.006535947712
"base","base","stark","autofrei","ganzeStadt","base",0.01,-7e+07,0.75,0,0,-18.421052631579,-22.8758169934641
"dekarbonisiert","base","stark","autofrei","ganzeStadt","base",0,-1.2e+08,0.75,0,0,-31.5789473684211,-39.2156862745098
"stark","base","stark","autofrei","ganzeStadt","base",0,-6.2e+08,0.75,0,0,-163.157894736842,-202.614379084967
"base","ganze Stadt","stark","autofrei","ganzeStadt","base",0.01,-8e+07,0.75,0,0,-21.0526315789474,-26.1437908496732
"dekarbonisiert","ganze Stadt","stark","autofrei","ganzeStadt","base",0,-1.3e+08,0.75,0,0,-34.2105263157895,-42.483660130719
"stark","ganze Stadt","stark","autofrei","ganzeStadt","base",0,-6.3e+08,0.75,0,0,-165.789473684211,-205.882352941176
"base","base","base","base","base","BesucherTossilTeuer_alleAnderenPreiswert",1,0,1,1,0,0,0
"dekarbonisiert","base","base","base","base","BesucherTossilTeuer_alleAnderenPreiswert",0.99,-5e+07,1,1,0,-13.1578947368421,-16.3398692810458
"stark","base","base","base","base","BesucherTossilTeuer_alleAnderenPreiswert",0.9,-5.5e+08,0.9,0.95,0,-144.736842105263,-179.738562091503
"base","ganze Stadt","base","base","base","BesucherTossilTeuer_alleAnderenPreiswert",0.9,-1e+07,0.9,0.95,0,-2.63157894736842,-3.26797385620915
"dekarbonisiert","ganze Stadt","base","base","base","BesucherTossilTeuer_alleAnderenPreiswert",0.9,-6e+07,0.9,0.95,0,-15.7894736842105,-19.6078431372549
"stark","ganze Stadt","base","base","base","BesucherTossilTeuer_alleAnderenPreiswert",0.8,-5.6e+08,0.8,0.9,0,-147.368421052632,-183.006535947712
"base","base","stark","base","base","BesucherTossilTeuer_alleAnderenPreiswert",0.9,-7e+07,0.9,0.95,0,-18.421052631579,-22.8758169934641
"dekarbonisiert","base","stark","base","base","BesucherTossilTeuer_alleAnderenPreiswert",0.9,-1.2e+08,0.9,0.95,0,-31.5789473684211,-39.2156862745098
"stark","base","stark","base","base","BesucherTossilTeuer_alleAnderenPreiswert",0.8,-6.2e+08,0.8,0.9,0,-163.157894736842,-202.614379084967
"base","ganze Stadt","stark","base","base","BesucherTossilTeuer_alleAnderenPreiswert",0.8,-8e+07,0.8,0.9,0,-21.0526315789474,-26.1437908496732
"dekarbonisiert","ganze Stadt","stark","base","base","BesucherTossilTeuer_alleAnderenPreiswert",0.8,-1.3e+08,0.8,0.9,0,-34.2105263157895,-42.483660130719
"stark","ganze Stadt","stark","base","base","BesucherTossilTeuer_alleAnderenPreiswert",0.75,-6.3e+08,0.75,0.85,0,-165.789473684211,-205.882352941176
"base","base","base","mautFossil","base","BesucherTossilTeuer_alleAnderenPreiswert",0.2,4.9e+08,0.8,0.9,0,128.070175438597,159.041394335512
"dekarbonisiert","base","base","mautFossil","base","BesucherTossilTeuer_alleAnderenPreiswert",0.2,4.4e+08,0.8,0.9,0,114.912280701754,142.701525054466
"stark","base","base","mautFossil","base","BesucherTossilTeuer_alleAnderenPreiswert",0.2,-1.1e+08,0.7,0.85,0,-29.4736842105263,-36.6013071895425
"base","ganze Stadt","base","mautFossil","base","BesucherTossilTeuer_alleAnderenPreiswert",0.2,4.3e+08,0.7,0.85,0,112.631578947368,139.869281045752
"dekarbonisiert","ganze Stadt","base","mautFossil","base","BesucherTossilTeuer_alleAnderenPreiswert",0.2,3.8e+08,0.7,0.85,0,99.4736842105263,123.529411764706
"stark","ganze Stadt","base","mautFossil","base","BesucherTossilTeuer_alleAnderenPreiswert",0.15,-1.7e+08,0.65,0.8,0,-43.6315789473684,-54.1830065359477
"base","base","stark","mautFossil","base","BesucherTossilTeuer_alleAnderenPreiswert",0.2,3.7e+08,0.7,0.85,0,96.8421052631579,120.261437908497
"dekarbonisiert","base","stark","mautFossil","base","BesucherTossilTeuer_alleAnderenPreiswert",0.2,3.2e+08,0.7,0.85,0,83.6842105263158,103.921568627451
"stark","base","stark","mautFossil","base","BesucherTossilTeuer_alleAnderenPreiswert",0.15,-2.3e+08,0.65,0.8,0,-59.4210526315789,-73.7908496732026
"base","ganze Stadt","stark","mautFossil","base","BesucherTossilTeuer_alleAnderenPreiswert",0.15,3.1e+08,0.65,0.8,0,82.6842105263158,102.679738562092
"dekarbonisiert","ganze Stadt","stark","mautFossil","base","BesucherTossilTeuer_alleAnderenPreiswert",0.15,2.6e+08,0.65,0.8,0,69.5263157894737,86.3398692810458
"stark","ganze Stadt","stark","mautFossil","base","BesucherTossilTeuer_alleAnderenPreiswert",0.15,-2.8e+08,0.6,0.75,0,-72.4263157894737,-89.9411764705882
"base","base","base","MautFuerAlle","base","BesucherTossilTeuer_alleAnderenPreiswert",0.6,1.46e+09,0.6,0.8,0,384.21052631579,477.124183006536
"dekarbonisiert","base","base","MautFuerAlle","base","BesucherTossilTeuer_alleAnderenPreiswert",0.6,1.41e+09,0.6,0.8,0,371.052631578947,460.78431372549
"stark","base","base","MautFuerAlle","base","BesucherTossilTeuer_alleAnderenPreiswert",0.55,7.6e+08,0.55,0.75,0,201.052631578947,249.673202614379
"base","ganze Stadt","base","MautFuerAlle","base","BesucherTossilTeuer_alleAnderenPreiswert",0.55,1.3e+09,0.55,0.75,0,343.157894736842,426.143790849673
"dekarbonisiert","ganze Stadt","base","MautFuerAlle","base","BesucherTossilTeuer_alleAnderenPreiswert",0.55,1.25e+09,0.55,0.75,0,330,409.803921568628
"stark","ganze Stadt","base","MautFuerAlle","base","BesucherTossilTeuer_alleAnderenPreiswert",0.5,6.2e+08,0.5,0.7,0,163.842105263158,203.464052287582
"base","base","stark","MautFuerAlle","base","BesucherTossilTeuer_alleAnderenPreiswert",0.55,1.24e+09,0.55,0.75,0,327.368421052632,406.535947712418
"dekarbonisiert","base","stark","MautFuerAlle","base","BesucherTossilTeuer_alleAnderenPreiswert",0.55,1.19e+09,0.55,0.75,0,314.21052631579,390.196078431373
"stark","base","stark","MautFuerAlle","base","BesucherTossilTeuer_alleAnderenPreiswert",0.5,5.6e+08,0.5,0.7,0,148.052631578947,183.856209150327
"base","ganze Stadt","stark","MautFuerAlle","base","BesucherTossilTeuer_alleAnderenPreiswert",0.5,1.1e+09,0.5,0.7,0,290.157894736842,360.326797385621
"dekarbonisiert","ganze Stadt","stark","MautFuerAlle","base","BesucherTossilTeuer_alleAnderenPreiswert",0.5,1.05e+09,0.5,0.7,0,277,343.986928104575
"stark","ganze Stadt","stark","MautFuerAlle","base","BesucherTossilTeuer_alleAnderenPreiswert",0.45,4.3e+08,0.45,0.7,0,114.3,141.941176470588
"base","base","base","zeroEmissionsZone","base","BesucherTossilTeuer_alleAnderenPreiswert",0.01,0,0.9,0.9,0,-0.00263157894736842,-0.00326797385620915
"dekarbonisiert","base","base","zeroEmissionsZone","base","BesucherTossilTeuer_alleAnderenPreiswert",0,-5e+07,0.9,0.9,0,-13.1605263157895,-16.343137254902
"stark","base","base","zeroEmissionsZone","base","BesucherTossilTeuer_alleAnderenPreiswert",0,-5.5e+08,0.8,0.85,0,-144.739473684211,-179.741830065359
"base","ganze Stadt","base","zeroEmissionsZone","base","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-1e+07,0.8,0.85,0,-2.63421052631579,-3.27124183006536
"dekarbonisiert","ganze Stadt","base","zeroEmissionsZone","base","BesucherTossilTeuer_alleAnderenPreiswert",0,-6e+07,0.8,0.85,0,-15.7921052631579,-19.6111111111111
"stark","ganze Stadt","base","zeroEmissionsZone","base","BesucherTossilTeuer_alleAnderenPreiswert",0,-5.6e+08,0.75,0.8,0,-147.371052631579,-183.009803921569
"base","base","stark","zeroEmissionsZone","base","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-7e+07,0.8,0.85,0,-18.4236842105263,-22.8790849673203
"dekarbonisiert","base","stark","zeroEmissionsZone","base","BesucherTossilTeuer_alleAnderenPreiswert",0,-1.2e+08,0.8,0.85,0,-31.5815789473684,-39.218954248366
"stark","base","stark","zeroEmissionsZone","base","BesucherTossilTeuer_alleAnderenPreiswert",0,-6.2e+08,0.75,0.8,0,-163.160526315789,-202.617647058824
"base","ganze Stadt","stark","zeroEmissionsZone","base","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-8e+07,0.75,0.8,0,-21.0552631578947,-26.1470588235294
"dekarbonisiert","ganze Stadt","stark","zeroEmissionsZone","base","BesucherTossilTeuer_alleAnderenPreiswert",0,-1.3e+08,0.75,0.8,0,-34.2131578947368,-42.4869281045752
"stark","ganze Stadt","stark","zeroEmissionsZone","base","BesucherTossilTeuer_alleAnderenPreiswert",0,-6.3e+08,0.65,0.75,0,-165.792105263158,-205.885620915033
"base","base","base","zeroEmissionsZonePlusMaut","base","BesucherTossilTeuer_alleAnderenPreiswert",0.01,1.31e+09,0.55,0.65,0,345.786842105263,429.408496732026
"dekarbonisiert","base","base","zeroEmissionsZonePlusMaut","base","BesucherTossilTeuer_alleAnderenPreiswert",0,1.26e+09,0.55,0.65,0,332.628947368421,413.06862745098
"stark","base","base","zeroEmissionsZonePlusMaut","base","BesucherTossilTeuer_alleAnderenPreiswert",0,6.3e+08,0.5,0.6,0,166.471052631579,206.728758169935
"base","ganze Stadt","base","zeroEmissionsZonePlusMaut","base","BesucherTossilTeuer_alleAnderenPreiswert",0.01,1.17e+09,0.5,0.6,0,308.576315789474,383.199346405229
"dekarbonisiert","ganze Stadt","base","zeroEmissionsZonePlusMaut","base","BesucherTossilTeuer_alleAnderenPreiswert",0,1.12e+09,0.5,0.6,0,295.418421052632,366.859477124183
"stark","ganze Stadt","base","zeroEmissionsZonePlusMaut","base","BesucherTossilTeuer_alleAnderenPreiswert",0,5e+08,0.45,0.55,0,132.718421052632,164.813725490196
"base","base","stark","zeroEmissionsZonePlusMaut","base","BesucherTossilTeuer_alleAnderenPreiswert",0.01,1.11e+09,0.5,0.6,0,292.786842105263,363.591503267974
"dekarbonisiert","base","stark","zeroEmissionsZonePlusMaut","base","BesucherTossilTeuer_alleAnderenPreiswert",0,1.06e+09,0.5,0.6,0,279.628947368421,347.251633986928
"stark","base","stark","zeroEmissionsZonePlusMaut","base","BesucherTossilTeuer_alleAnderenPreiswert",0,4.4e+08,0.45,0.55,0,116.928947368421,145.205882352941
"base","ganze Stadt","stark","zeroEmissionsZonePlusMaut","base","BesucherTossilTeuer_alleAnderenPreiswert",0.01,9.8e+08,0.45,0.55,0,259.034210526316,321.676470588235
"dekarbonisiert","ganze Stadt","stark","zeroEmissionsZonePlusMaut","base","BesucherTossilTeuer_alleAnderenPreiswert",0,9.3e+08,0.45,0.55,0,245.876315789474,305.33660130719
"stark","ganze Stadt","stark","zeroEmissionsZonePlusMaut","base","BesucherTossilTeuer_alleAnderenPreiswert",0,3.3e+08,0.4,0.55,0,86.2884210526316,107.155555555556
"base","base","base","autofrei","base","BesucherTossilTeuer_alleAnderenPreiswert",0.01,0,0,0,0,0,0
"dekarbonisiert","base","base","autofrei","base","BesucherTossilTeuer_alleAnderenPreiswert",0,-5e+07,0,0,0,-13.1578947368421,-16.3398692810458
"stark","base","base","autofrei","base","BesucherTossilTeuer_alleAnderenPreiswert",0,-5.5e+08,0,0,0,-144.736842105263,-179.738562091503
"base","ganze Stadt","base","autofrei","base","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-1e+07,0,0,0,-2.63157894736842,-3.26797385620915
"dekarbonisiert","ganze Stadt","base","autofrei","base","BesucherTossilTeuer_alleAnderenPreiswert",0,-6e+07,0,0,0,-15.7894736842105,-19.6078431372549
"stark","ganze Stadt","base","autofrei","base","BesucherTossilTeuer_alleAnderenPreiswert",0,-5.6e+08,0,0,0,-147.368421052632,-183.006535947712
"base","base","stark","autofrei","base","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-7e+07,0,0,0,-18.421052631579,-22.8758169934641
"dekarbonisiert","base","stark","autofrei","base","BesucherTossilTeuer_alleAnderenPreiswert",0,-1.2e+08,0,0,0,-31.5789473684211,-39.2156862745098
"stark","base","stark","autofrei","base","BesucherTossilTeuer_alleAnderenPreiswert",0,-6.2e+08,0,0,0,-163.157894736842,-202.614379084967
"base","ganze Stadt","stark","autofrei","base","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-8e+07,0,0,0,-21.0526315789474,-26.1437908496732
"dekarbonisiert","ganze Stadt","stark","autofrei","base","BesucherTossilTeuer_alleAnderenPreiswert",0,-1.3e+08,0,0,0,-34.2105263157895,-42.483660130719
"stark","ganze Stadt","stark","autofrei","base","BesucherTossilTeuer_alleAnderenPreiswert",0,-6.3e+08,0,0,0,-165.789473684211,-205.882352941176
"base","base","base","base","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",1,0,1,1,0,0,0
"dekarbonisiert","base","base","base","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.99,-5e+07,1,1,0,-13.1578947368421,-16.3398692810458
"stark","base","base","base","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.9,-5.5e+08,0.95,0.95,0.02275,-144.736842105263,-179.738562091503
"base","ganze Stadt","base","base","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.9,-1e+07,0.95,0.95,0.02275,-2.63157894736842,-3.26797385620915
"dekarbonisiert","ganze Stadt","base","base","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.9,-6e+07,0.95,0.95,0.02275,-15.7894736842105,-19.6078431372549
"stark","ganze Stadt","base","base","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.8,-5.6e+08,0.95,0.9,0.043225,-147.368421052632,-183.006535947712
"base","base","stark","base","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.9,-7e+07,0.95,0.95,0.02275,-18.421052631579,-22.8758169934641
"dekarbonisiert","base","stark","base","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.9,-1.2e+08,0.95,0.95,0.02275,-31.5789473684211,-39.2156862745098
"stark","base","stark","base","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.8,-6.2e+08,0.95,0.9,0.043225,-163.157894736842,-202.614379084967
"base","ganze Stadt","stark","base","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.8,-8e+07,0.95,0.9,0.043225,-21.0526315789474,-26.1437908496732
"dekarbonisiert","ganze Stadt","stark","base","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.8,-1.3e+08,0.95,0.9,0.043225,-34.2105263157895,-42.483660130719
"stark","ganze Stadt","stark","base","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.75,-6.3e+08,0.9,0.85,0.0616525,-165.789473684211,-205.882352941176
"base","base","base","mautFossil","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.2,4.9e+08,0.95,0.9,0.0455,128.070175438597,159.041394335512
"dekarbonisiert","base","base","mautFossil","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.2,4.4e+08,0.95,0.9,0.0455,114.912280701754,142.701525054466
"stark","base","base","mautFossil","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.2,-1.1e+08,0.9,0.85,0.0637,-29.4736842105263,-36.6013071895425
"base","ganze Stadt","base","mautFossil","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.2,4.3e+08,0.9,0.85,0.0637,112.631578947368,139.869281045752
"dekarbonisiert","ganze Stadt","base","mautFossil","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.2,3.8e+08,0.9,0.85,0.0637,99.4736842105263,123.529411764706
"stark","ganze Stadt","base","mautFossil","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.15,-1.7e+08,0.9,0.8,0.08008,-43.6315789473684,-54.1830065359477
"base","base","stark","mautFossil","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.2,3.7e+08,0.9,0.85,0.0637,96.8421052631579,120.261437908497
"dekarbonisiert","base","stark","mautFossil","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.2,3.2e+08,0.9,0.85,0.0637,83.6842105263158,103.921568627451
"stark","base","stark","mautFossil","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.15,-2.3e+08,0.9,0.8,0.08008,-59.4210526315789,-73.7908496732026
"base","ganze Stadt","stark","mautFossil","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.15,3.1e+08,0.9,0.8,0.08008,82.6842105263158,102.679738562092
"dekarbonisiert","ganze Stadt","stark","mautFossil","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.15,2.6e+08,0.9,0.8,0.08008,69.5263157894737,86.3398692810458
"stark","ganze Stadt","stark","mautFossil","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.15,-2.8e+08,0.85,0.75,0.094822,-72.4263157894737,-89.9411764705882
"base","base","base","MautFuerAlle","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.6,2.09e+09,0.85,0.8,0.091,550.701754385965,683.877995642701
"dekarbonisiert","base","base","MautFuerAlle","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.6,2.04e+09,0.85,0.8,0.091,537.543859649123,667.538126361656
"stark","base","base","MautFuerAlle","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.55,1.49e+09,0.85,0.75,0.10465,392.517543859649,487.44008714597
"base","ganze Stadt","base","MautFuerAlle","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.55,2.03e+09,0.85,0.75,0.10465,534.622807017544,663.910675381264
"dekarbonisiert","ganze Stadt","base","MautFuerAlle","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.55,1.98e+09,0.85,0.75,0.10465,521.464912280702,647.570806100218
"stark","ganze Stadt","base","MautFuerAlle","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.5,1.44e+09,0.8,0.7,0.116935,377.783333333333,469.142701525055
"base","base","stark","MautFuerAlle","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.55,1.97e+09,0.85,0.75,0.10465,518.833333333333,644.302832244009
"dekarbonisiert","base","stark","MautFuerAlle","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.55,1.92e+09,0.85,0.75,0.10465,505.675438596491,627.962962962963
"stark","base","stark","MautFuerAlle","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.5,1.38e+09,0.8,0.7,0.116935,361.993859649123,449.5348583878
"base","ganze Stadt","stark","MautFuerAlle","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.5,1.92e+09,0.8,0.7,0.116935,504.099122807018,626.005446623094
"dekarbonisiert","ganze Stadt","stark","MautFuerAlle","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.5,1.87e+09,0.8,0.7,0.116935,490.941228070176,609.665577342048
"stark","ganze Stadt","stark","MautFuerAlle","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.45,1.32e+09,0.8,0.7,0.1279915,348.469912280702,432.740413943355
"base","base","base","zeroEmissionsZone","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.01,0,0.95,0.9,0.02275,-0.00263157894736842,-0.00326797385620915
"dekarbonisiert","base","base","zeroEmissionsZone","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,-5e+07,0.95,0.9,0.02275,-13.1605263157895,-16.343137254902
"stark","base","base","zeroEmissionsZone","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,-5.5e+08,0.95,0.85,0.043225,-144.739473684211,-179.741830065359
"base","ganze Stadt","base","zeroEmissionsZone","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-1e+07,0.95,0.85,0.043225,-2.63421052631579,-3.27124183006536
"dekarbonisiert","ganze Stadt","base","zeroEmissionsZone","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,-6e+07,0.95,0.85,0.043225,-15.7921052631579,-19.6111111111111
"stark","ganze Stadt","base","zeroEmissionsZone","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,-5.6e+08,0.9,0.8,0.0616525,-147.371052631579,-183.009803921569
"base","base","stark","zeroEmissionsZone","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-7e+07,0.95,0.85,0.043225,-18.4236842105263,-22.8790849673203
"dekarbonisiert","base","stark","zeroEmissionsZone","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,-1.2e+08,0.95,0.85,0.043225,-31.5815789473684,-39.218954248366
"stark","base","stark","zeroEmissionsZone","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,-6.2e+08,0.9,0.8,0.0616525,-163.160526315789,-202.617647058824
"base","ganze Stadt","stark","zeroEmissionsZone","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-8e+07,0.9,0.8,0.0616525,-21.0552631578947,-26.1470588235294
"dekarbonisiert","ganze Stadt","stark","zeroEmissionsZone","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,-1.3e+08,0.9,0.8,0.0616525,-34.2131578947368,-42.4869281045752
"stark","ganze Stadt","stark","zeroEmissionsZone","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,-6.3e+08,0.9,0.75,0.07823725,-165.792105263158,-205.885620915033
"base","base","base","zeroEmissionsZonePlusMaut","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.01,2.04e+09,0.85,0.65,0.10465,537.251754385965,667.175381263617
"dekarbonisiert","base","base","zeroEmissionsZonePlusMaut","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,1.99e+09,0.85,0.65,0.10465,524.093859649123,650.835511982571
"stark","base","base","zeroEmissionsZonePlusMaut","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,1.45e+09,0.8,0.6,0.116935,380.412280701755,472.407407407408
"base","ganze Stadt","base","zeroEmissionsZonePlusMaut","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.01,1.99e+09,0.8,0.6,0.116935,522.517543859649,648.877995642702
"dekarbonisiert","ganze Stadt","base","zeroEmissionsZonePlusMaut","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,1.94e+09,0.8,0.6,0.116935,509.359649122807,632.538126361656
"stark","ganze Stadt","base","zeroEmissionsZonePlusMaut","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,1.39e+09,0.8,0.55,0.1279915,366.888333333333,455.612962962963
"base","base","stark","zeroEmissionsZonePlusMaut","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.01,1.93e+09,0.8,0.6,0.116935,506.728070175439,629.270152505447
"dekarbonisiert","base","stark","zeroEmissionsZonePlusMaut","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,1.88e+09,0.8,0.6,0.116935,493.570175438597,612.930283224401
"stark","base","stark","zeroEmissionsZonePlusMaut","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,1.33e+09,0.8,0.55,0.1279915,351.098859649123,436.005119825708
"base","ganze Stadt","stark","zeroEmissionsZonePlusMaut","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.01,1.87e+09,0.8,0.55,0.1279915,493.204122807018,612.475708061002
"dekarbonisiert","ganze Stadt","stark","zeroEmissionsZonePlusMaut","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,1.82e+09,0.8,0.55,0.1279915,480.046228070176,596.135838779957
"stark","ganze Stadt","stark","zeroEmissionsZonePlusMaut","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,1.29e+09,0.8,0.55,0.13794235,338.664149122807,420.563322440087
"base","base","base","autofrei","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.01,0,0.65,0,0.2275,0,0
"dekarbonisiert","base","base","autofrei","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,-5e+07,0.65,0,0.2275,-13.1578947368421,-16.3398692810458
"stark","base","base","autofrei","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,-5.5e+08,0.65,0,0.2275,-144.736842105263,-179.738562091503
"base","ganze Stadt","base","autofrei","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-1e+07,0.65,0,0.2275,-2.63157894736842,-3.26797385620915
"dekarbonisiert","ganze Stadt","base","autofrei","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,-6e+07,0.65,0,0.2275,-15.7894736842105,-19.6078431372549
"stark","ganze Stadt","base","autofrei","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,-5.6e+08,0.65,0,0.2275,-147.368421052632,-183.006535947712
"base","base","stark","autofrei","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-7e+07,0.65,0,0.2275,-18.421052631579,-22.8758169934641
"dekarbonisiert","base","stark","autofrei","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,-1.2e+08,0.65,0,0.2275,-31.5789473684211,-39.2156862745098
"stark","base","stark","autofrei","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,-6.2e+08,0.65,0,0.2275,-163.157894736842,-202.614379084967
"base","ganze Stadt","stark","autofrei","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0.01,-8e+07,0.65,0,0.2275,-21.0526315789474,-26.1437908496732
"dekarbonisiert","ganze Stadt","stark","autofrei","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,-1.3e+08,0.65,0,0.2275,-34.2105263157895,-42.483660130719
"stark","ganze Stadt","stark","autofrei","nurAussenbezirke","BesucherTossilTeuer_alleAnderenPreiswert",0,-6.3e+08,0.65,0,0.2275,-165.789473684211,-205.882352941176
"base","base","base","base","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",1,0,1,1,0,0,0
"dekarbonisiert","base","base","base","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.99,-5e+07,1,1,0,-13.1578947368421,-16.3398692810458
"stark","base","base","base","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.9,-5.5e+08,1,0.95,0,-144.736842105263,-179.738562091503
"base","ganze Stadt","base","base","ganzeStadt","BesucherTossilTeuer_alleAnderenPreiswert",0.9,-1e+07,1,0.95,0,-2.63157894736842,-3.26797385620915
